"Company Name",Address,Place,Zip,Sector,Product,Website,Region
"Guizhou New Material Dev Co Ltd",,"Guiyang, China",550018,Solar,"Chinese silicon carbide powders and porous ceramic materials manufacturer with a 500t solar-grade polysilicon plant under construction.",,
"Guodian Jintech Solar Energy formerly Yixing Jintech Solar Energy Co Ltd",,"Yixing, Jiangsu Province, China",214213,Solar,"Yixing-based PV module manufacturer formed by China Guodian Corporation and Yixing Jintech Solar Energy Co Ltd in Jiangsu province.",,
"Guodian Technology Environment Co Ltd",,"Beijing Municipality, China",,"Solar,Wind energy","A environmental protection technology and engineering company, diversifying into wind and solar.",,
"H2 Hydrogen Hungary Ltd aka Integral Energy",,"Ipoly u 1/A, Hungary",H-6000,Solar,"Owns an empty factory in Hungary, which it plans to use to make heat pumps and assemble solar panels.",,
"H2Power Consulting","The Office
Wedmore Road","Bristol,United Kingdom","BS31 3BY","Bioenergy,Biofuels,Biomass,Buildings,Carbon,Efficiency,Hydropower,Hydrogen,Renewable Energy,Services,Solar,Vehicles,Wind energy",,http://www.h2powergroup.co.uk,
"HE Solar LLC","100 Precision Drive, Suite 202","Buda, Texas,United States",78610,Solar,,http://www.hesolarllc.com,
"HLT Energies 2006 Inc formerly HLT Energies Inc Heliotech Energies Inc Canada Inc",,"Montreal, Quebec, Canada","H3B 3B6",Solar,"Canadian manufacturer of solar thermal energy systems.",,
"Hackney Construction","309 Farrens Creek Lane/PO Box 13","Grangeville, Idaho",83530,Solar,"Green Building, renewable energy",http://DigitalProductsAndRenewableEnergy.com/,"Rockies Area"
"Haesung Solar Co Ltd",,"Gyeonggi, Korea (Republic)",411-722,Solar,"Specialist manufacturer of PV modules, mini-solar modules (1.4W to 160W), and OEM solar modules.",,
"Hainan Green Islands Power",,"Hainan Province, China",,Solar,"China-based JV developing on-grid solar projects.",,
"Hainan Tianwen Solar Power Co Ltd",,"Hainan Province, China",,Solar,"China-based solar thermal project developer",,
"Halla Electric Co Ltd",,"Daegu, Korea (Republic)",,Solar,"A Korean utility company based in Daegu but operating a minor solar project in South Jeolla.",,
"Hamidjojo Development Sdn Bhd",,Brunei,,Solar,"The company is setting up a thin-film solar module manufacturing plant in Brunei.",,
"Haminan Energia Oy",,"Hamina, Finland",49400,"Services,Solar,Wind energy","Haminan Energia Oy, an energy company, engages in the transmission, distribution, and sale of energy in Finland. Its services include sale and transfer of natural gas, electricity and district heat, broadband internet connections, and solar and wind energy equipment.",,
"Hanbit Solar Co Ltd",,"Daejeon, Daejeon, Korea (Republic)",,Solar,"Korea-based JV company established by Norwegian REC Group and local Central Micronics to oversee solar projects in Korea.",,
"Hanshin Development Power Co Ltd formerly ibridge",,"Seoul, Seoul, Korea (Republic)",,"Solar,Wind energy","Korean wind and solar project developer, manufacturer of OLEDs and smart cards for underground transportation.",,
"Hansung A E",,"Seoul, Seoul, Korea (Republic)",138-844,Solar,"Korea-based construction company,entered the solar market through its subsidiary, Dongwha Energy, created in April 2007 to specifically develop solar projects.",,
"Hanwha L C Hanwha Living and Creative",,"Seoul, Seoul, Korea (Republic)",100-797,Solar,"Seoul-based construction materials company. The company is also a producer of solar EVA laminates.",,
"Hanyang Electric Co Ltd",,"Paju, Gyeonggi-do, Korea (Republic)",,Solar,"Korean manufacturer of various electronic goods, including solar inverters.",,
"Harris Battery Company, Inc.","10708 Industrial Pwky NW","Bolivar, Ohio",44612,"Renewable Energy,Solar,Wind energy","Retail product sales and distribution",http://www.harrisbattery.com,
"Harvest Solar","1571 East 22 Place","Tulsa, Oklahoma",74114,Solar,"Renewable energy systems",http://www.harvest-energy.com/,
"Hatchbed, LLC","903 Buckner Dr.","San Antonio, Texas,United States",78226,Solar,,https://hatchbed.com,
"Havasu Solar Electric",,Arizona,86401,Solar,"Arizona-based electric contractors in the solar industry.",,
"Heart Interface Corporation",,"Kent, Washington State",98032,"Solar,Vehicles","Manufacturers of power inverters for remoted solar powered residences, vehicles and marine applications. Bought by Xantrex in 2000.",,
"Hebi Zhaoge Riguang New Energy Resources Co Ltd",,"Hebi, Henan Province, China",456750,Solar,"A manufacturer of solar energy systems and a polysilicon investor.",,
"Hefei Guoxuan High tech Power Energy Co Ltd",,China,,Solar,"Anhui Province - based researcher and manufacturer focused on cathode material production for lithium batteries, production of the batteries themselves and of products such as solar powered lights and e-bikes.",,
"Hefei Sunlight Power Supply Co Ltd",,"Hefei, Anhui Province, China",230088,"Solar,Wind energy","Delicated to the design, installation of solar, wind or hybrid electricity generating systems for home and business use.",,
"Heilongjiang Hanker New Energy Company Ltd",,"Harbin, Heilongjiang Province, China",,Solar,"A Chinese a-Si thin-film solar cells manufacturer with 1MW annual capacity",,
Helianthos,,Netherlands,,Solar,"Developer of patented technology for the roll-to-roll manufacture of flexible solar cell laminates.",,
"Helio Micro Utility Inc","1827A Fifth Street","Berkeley, California",94710,Solar,"Contracts with solar installers to build and maintain solar power systems",http://www.heliomu.com/,"Bay Area"
"HelioDynamics Ltd",,"Cambridge, United Kingdom","CB23 2SH",Solar,"Manufactures the HD211 product - a solar system which concentrates light onto crystalline silicon PV cells, and also produces hot water.",,
HelioFocus,,Israel,74036,"Efficiency,Solar","Israel-based firm engaged in the development of modular, high efficiency concentrated solar power (CSP)systems.",,
"HelioPower Inc",,"Murrieta, California",92562,Solar,"Solar sales, installation and service company.",,
"HelioVolt Inc","8201 E. Riverside Dr","Austin, Texas",78744,Solar,"Thin-film solar panel producer",http://www.heliovolt.net/,"Texas Area"
"Helioakmi S.A.","Nea Zoi, Aspropyrgos","Attiki, Greece",,Solar,"Solar energy systems",http://www.helioakmi.com/,
Heliocentric,"12401 East Wilderness Rd.","Salt Lake City, Utah",84121,Solar,"Renewable energy products and services",http://heliocentric.org/,
"Helios Energy Inc",,"Toronto, Ontario, Canada","M6G 1S4",Solar,"Toronto-based solar power project developer.",,
"Helios Energy Private Ltd",,"Kolkatta, West Bengal, India",700020,Solar,"Kolkatta-based solar project developer.",,
"Helios Technology Srl",,"Carmignano di Brenta, Italy",35010,Solar,"Carmignano di Brenta-based manufacturer of solar cells, modules and photovoltaic systems.",,
"Heliostar sro",,"Brno, Czech Republic","618 00",Solar,"Czech manufacturer of solar PV and thermal collectors starting a development of DSC cells.",,
"Heliotronics Inc","1083 Main Street","Hingham, Massachusetts",02043,Solar,"Monitoring systems for PV systems",http://www.heliotronics.com/,"Greater Boston Area"
Heliowatt,,"Les Angles, France",30133,Solar,"Heliowatt is the solar arm of Aerowatt established to develop solar parks in France.",,
"Hemlock Semiconductor Corp HSC",,"Hemlock, Michigan",48626,Solar,"US-based manufacturer polycrystalline silicon for semiconductor and solar industries.",,
"Henan Gogreen Energy Ltd",,"Zhengzhou, Henan Province, China",,Solar,"China-based JV to engage in the a-Si Thin-Film Solar PV Business",,
"Henan Jiaozuo Riguang New Energy Co Ltd",,China,,Solar,"The company specializes in silicon crystal solar cell production and system manufacture.",,
"Henkel Corporation","1 Henkel Way, Rocky Hill","Rocky Hill, Connecticut,United States",06067,"Services,Solar",,https://www.henkel-adhesives.com/us/en.html,
"Hewalex Kolektoy Sloneczne",,"Bestwinka, Poland",43-512,Solar,"Polish manufacturer of vacuum tubes and other solar passive water heating devices.",,
"Hewlett Packard Company HP",,"Palo Alto, California",94304,Solar,"US-based personal and corporate computer manufacturer, software developer, and IT infrastructure company and owner of SunPower Corporation,designer, manufacturer and installer of solar powered electricity systems.",,
"Hex Power System",,"Seoul, Korea (Republic)",152-780,Solar,"Main business in manufacturing solar inverters.",,
"Hexagon Global Energy",,"Istanbul, Turkey",,"Solar,Wind energy","Istanbul-based project developer with a focus on wind, solar and solid waste management projects.",,
"Hexatronic Inc",,"Ontario, Canada","M2H 3B4","Solar,Wind energy","Hexatronic produces power electronics for independent wind, solar, and hybrid systems, grid connected or autonomous, up to 2MW.",,
"Hi Gtel",,"Maia, Portugal",,Solar,"Portugal based solar panel manufacturer.",,
"Hi-Q Technology, Inc.","P.O. Box 599","Powell, Wyoming,United States",82435,"Renewable Energy,Solar,Wind energy","Distributed Wind Installation",https://www.307solar.com/,
"HiTech Solar",,"Uherske Hradiste, Czech Republic","686 01",Solar,"HiTech Solar is a PV equiptment distributor and solar project developer. They are a division of HiTech Media Systems and are located in the Czech Republic.",,
"Hidralia Energia",,Spain,,"Hydropower,Solar","Small hydro and solar project developer located in Spain.",,
"Himin Solar",,"Alicante, Spain",3201,Solar,"Manufacturing, planning, development and distribution of projects of solar energy products.",,
"Himin Solar Energy Group",,"Dezhou City, Shandong Province, China",253092,Solar,"Its products are evacuated tubes, solar water heaters, solar collectors, photovoltaic products, and the Winpin low-e glass etc.",,
"Hitachi High Technologies Corp",,"Tokyo, Japan",105-8717,Solar,"Japan-based technology firm that is member of the Hitachi Group and invovled in information systems, electronics and other high-tech products. The company is also involved in solar product production.",,
"Hohsen Corp",,"Osaka, Osaka, Japan",542-0081,Solar,"Testing and maufacturing equipment maker for batteries, solar cells and fuel cells.",,
"Home Energy Checkup/Commercial Energy Checkup","20 High Street Suite 315","Hamilton, Ohio",45011,"Buildings,Efficiency,Geothermal energy,Renewable Energy,Solar","Agriculture,Business and legal services,Consulting,Energy audits/weatherization,Energy provider: energy transmission and distribution,Energy provider: power production,Energy provider: wholesale,Engineering/architectural/design,Installation,Investment/finances,Maintenance and repair,Manufacturing,Raw materials/extraction,Refining,Research and development,Retail product sales and distribution,Trainining and education,Other",http://www.homeenergycheckup.com,
"Home Energy Systems Inc","6996 Convoy Ct.","San Diego, California",92111,Solar,"Solar PV installer",http://www.homeenergysystemsinc.com/,"Southern CA Area"
"Hon Hai Precision Industry Co Ltd",,"Tu-Cheng City, Taiwan",236,Solar,"Taiwan-based electronics firm, which is also a manufacturer of solar modules.",,
"Honda Research Institute",,"Mountain View, California",,"Biofuels,Solar","California-based research institute of Honda. The institute conducts research into biofuels and solar technology.",,
"Honda Soltec Co Ltd",,"Kikuchi-gun, Kumamoto, Japan",,Solar,"Japanese distributor of Honda Engineering's CIGS thin-film solar cells and modules.",,
"Hong Kong Taiyang Investment Group Co Ltd",,"Hong Kong",,Solar,"Solar ( Private / family-controlled )",,
"Hope Solar","No.6-8 Hope Road Taihu Town Tongzhou Dist","Beijing, China",,Solar,"Solar cells and power systems",http://www.hopeed.com/en/index2.asp,
"Horizon PWR","6506 South 6th Street","Klamath Falls, OR,United States",97603,Solar,"Data + Design, Consultation, Survey + Permits, Install + Operation",https://horizonpwr.com/,
"Horus Energy SRL",,"Siracusa, Italy",96100,Solar,"Siracusa - based solar PV project developer.",,
Horvatic,,"Bregna, Croatia",,Solar,"Croatia-bases solar energy specialist.",,
"Hoss Consulting Inc.","302 Elati Street","United States,Denver, Colorado",80223,"Biomass,Hydropower,Renewable Energy,Solar,Wind energy","Distributed Wind Installation",http://hossconsulting.com/,
"House Care Co Ltd",,"Tokyo, Tokyo, Japan",163-1431,Solar,"Japanese insulation and roofing installer which also distributes and installs solar roofing systems.",,
"Huaneng Lancang River Hydropower",,"Kunming, Yunnan Province, China",650214,"Hydropower,Solar","Developer of hydro and solar power projects.",,
"Huazhong Science Technology University Yongtai Science Technology Co Ltd",,"Wuhan, Hubei Province, China",430074,Solar,"Makes solar passive water heaters.",,
"Huber and Suhner AG",,"Pfaeffikon, Switzerland",8330,Solar,"Huber and Suhner specialises in electrical and optical connectivity solutions and makes solar module components.",,
"Hukseflux Thermal Sensors","Delftechpark 31","Netherlands,Delft","2628 XJ",Solar,"Sensors for Solar Radiation Measurement in Solar Energy / PV applications",http://www.hukseflux.com,
Hull,,"Dublin, Ohio",,"Biomass,Renewable Energy,Solar,Wind energy","US-based company that develop renewable energy projects using solar, biomass, landfill gas, and wind energy technologies.",,
